tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
10116	Rattus norvegicus	690050	0	live	Tpmt		thiopurine S-methyltransferase	thiopurine S-methyltransferase|thiopurine methyltransferase	17p14	17	NC_051352.1	17644088	17662709	plus	11		
10116	Rattus norvegicus	83422	0	live	Pias2	ARIP3, DIP, Miz1	protein inhibitor of activated STAT, 2	E3 SUMO-protein ligase PIAS2|DAB2-interacting protein|E3 SUMO-protein transferase PIAS2|androgen receptor-interacting protein 3|msx-interacting-zinc finger protein|protein inhibitor of activated STAT x	18q12.3	18	NC_051353.1	70608034	70714295	plus	21		
10116	Rattus norvegicus	25718	0	live	Igf1r	IGF-1 receptor, IGFIRC, Igfr1, JTK13	insulin-like growth factor 1 receptor	insulin-like growth factor 1 receptor|IGF-I receptor|insulin-like growth factor I receptor|type-I IGF receptor	1q22	1	NC_051336.1	121549839	121838545	plus	22		
9606	Homo sapiens	3205	0	live	HOXA9	ABD-B, HOX1, HOX1.7, HOX1G	homeobox A9	homeobox protein Hox-A9|homeobox protein Hox-1G|homeodomain protein HOXA9	7p15.2	7	NC_000007.14	27162438	27165537	minus	2	142956	
10116	Rattus norvegicus	25353	0	live	Spp1	OSP	secreted phosphoprotein 1	osteopontin|SPP-1|Sialoprotein (osteopontin)|bone sialoprotein 1|osteopontin-like	14p22	14	NC_051349.1	5308885	5315120	minus	7		
9606	Homo sapiens	2002	0	live	ELK1		ETS transcription factor ELK1	ETS domain-containing protein Elk-1|ELK1, ETS transcription factor|ELK1, member of ETS oncogene family|ETS-like gene 1|tyrosine kinase (ELK1) oncogene	Xp11.23	X	NC_000023.11	47635520	47650604	minus	7	311040	
7955	Danio rerio	100137725	0	live	cyp1c2		cytochrome P450, family 1, subfamily C, polypeptide 2	cytochrome P450 1C2|cytochrome P450, family 1 member		17	NC_007128.7	996509	998697	plus	1		
10116	Rattus norvegicus	25296	0	live	Bmp4	BOMPR4A	bone morphogenetic protein 4	bone morphogenetic protein 4|BMP-2B|BMP-4|bone morphogenetic protein 2B	15p14	15	NC_051350.1	19618538	19633494	minus	8		
9606	Homo sapiens	6915	0	live	TBXA2R	BDPLT13, TXA2-R	thromboxane A2 receptor	thromboxane A2 receptor|prostanoid TP receptor	19p13.3	19	NC_000019.10	3594507	3606875	minus	5	188070	
9606	Homo sapiens	10481	0	live	HOXB13	HPC9, PSGD	homeobox B13	homeobox protein Hox-B13	17q21.32	17	NC_000017.11	48724763	48728750	minus	2	604607	
9606	Homo sapiens	653361	0	live	NCF1	CGD1A, NOXO2, SH3PXD1A, p47phox, NCF1	neutrophil cytosolic factor 1	neutrophil cytosol factor 1|47 kDa autosomal chronic granulomatous disease protein|47 kDa neutrophil oxidase factor|NADPH oxidase organizer 2|NCF-1|NCF-47K|SH3 and PX domain-containing protein 1A|neutrophil NADPH oxidase factor 1|neutrophil cytosolic factor 1, (chronic granulomatous disease, autosomal 1)|nox organizer 2|nox-organizing protein 2|p47-phox	7q11.23	7	NC_000007.14	74774011	74789315	plus	11	608512	
10116	Rattus norvegicus	24335	0	live	Epo		erythropoietin	erythropoietin	12q12	12	NC_051347.1	19204258	19207948	plus	4		
10090	Mus musculus	18821	0	live	Pln	Plb	phospholamban	cardiac phospholamban	10 B3	10	NC_000076.7	53213782	53222095	plus	3		
10116	Rattus norvegicus	24314	0	live	Nqo1	Dia4	NAD(P)H quinone dehydrogenase 1	NAD(P)H dehydrogenase [quinone] 1|DT-diaphorase|DTD|Diaphorase (NADH/NADPH)|NAD(P)H dehydrogenase, quinone 1|NAD(P)H:menadione oxidoreductase|NAD(P)H:quinone oxidoreductase 1|QR1|azoreductase|menadione reductase|phylloquinone reductase|quinone reductase 1	19q12	19	NC_051354.1	35295633	35310528	minus	6		
10090	Mus musculus	19878	0	live	Rock2	B230113H15Rik, ROKalpha, Rho-kinase, Rock-IIm, mKIAA0619, Rock2	Rho-associated coiled-coil containing protein kinase 2	rho-associated protein kinase 2|Rho-associated coiled-coil forming kinage 2|p164 ROCK-2|rho-associated, coiled-coil-containing protein kinase 2|rho-associated, coiled-coil-containing protein kinase II	12 A1.1	12	NC_000078.7	16944808	17038275	plus	37		
10090	Mus musculus	14466	0	live	Gba	GBA1, GC, GCase, GLUC, betaGC	glucosidase, beta, acid	lysosomal acid glucosylceramidase|D-glucosyl-N-acylsphingosine glucohydrolase|SGTase|acid beta glucosidase|beta-glucocerebrosidase|cholesterol glucosyltransferase|cholesteryl-beta-glucosidase|glucocerebrosidase|glucosylceramidase|lysosomal acid GCase|lysosomal cholesterol glycosyltransferase|lysosomal galactosylceramidase|lysosomal glycosylceramidase	3 39.01 cM	3	NC_000069.7	89110235	89119944	plus	13		
10116	Rattus norvegicus	83790	0	live	Cyp2c23		cytochrome P450, family 2, subfamily c, polypeptide 23	cytochrome P450 2C23|CYPIIC23|arachidonic acid epoxygenase	1q54	1	NC_051336.1	242889218	242913869	minus	10		
10116	Rattus norvegicus	303480	0	live	Hoxb13		homeo box B13	homeobox protein Hox-B13	10q26	10	NC_051345.1	81160498	81162777	plus	2		
10090	Mus musculus	50722	0	live	Dkkl1	SGY, SGY-1, SGY1, Soggy, mSgy	dickkopf-like 1	dickkopf-like protein 1|protein soggy-1|soggy 1	7 29.19 cM	7	NC_000073.7	44856949	44861592	minus	5		
9606	Homo sapiens	2821	0	live	GPI	AMF, GNPI, NLK, PGI, PHI, SA-36, SA36	glucose-6-phosphate isomerase	glucose-6-phosphate isomerase|autocrine motility factor|hexose monophosphate isomerase|hexosephosphate isomerase|neuroleukin|oxoisomerase|phosphoglucose isomerase|phosphohexomutase|phosphohexose isomerase|phosphosaccharomutase|sperm antigen-36	19q13.11	19	NC_000019.10	34359718	34402413	plus	20	172400	
10090	Mus musculus	73381	0	live	Cmtm2a	1700001K04Rik, 1700041N15Rik, 1700063K20Rik, ARR19, C32, CKLF3, CKLF4, CKLF5, Cklf, Cklf1, Cklfsf2-1b, Cklfsf2a, UCK-1	CKLF-like MARVEL transmembrane domain containing 2A	CKLF-like MARVEL transmembrane domain-containing protein 2A|chemokine-like factor super family 2A|chemokine-like factor superfamily 2-1b|chemokine-like factor superfamily member 2A	8 D3	8	NC_000074.7	105007674	105019813	minus	5		
9606	Homo sapiens	51171	0	live	HSD17B14	DHRS10, SDR47C1, retSDR3	hydroxysteroid 17-beta dehydrogenase 14	17-beta-hydroxysteroid dehydrogenase 14|17-beta-HSD 14|17-beta-hydroxysteroid dehydrogenase DHRS10|dehydrogenase/reductase (SDR family) member 10|retinal short-chain dehydrogenase/reductase 3|retinal short-chain dehydrogenase/reductase retSDR3|short chain dehydrogenase/reductase family 47C member 1|testicular tissue protein Li 52	19q13.33	19	NC_000019.10	48813018	48836491	minus	9	612832	
9606	Homo sapiens	4824	0	live	NKX3-1	BAPX2, NKX3, NKX3.1, NKX3A	NK3 homeobox 1	homeobox protein Nkx-3.1|NK homeobox, family 3, A|NK3 transcription factor homolog A|NK3 transcription factor related, locus 1|homeobox protein NK-3 homolog A	8p21.2	8	NC_000008.11	23678693	23682938	minus	4	602041	
9606	Homo sapiens	27120	0	live	DKKL1	CT34, SGY, SGY-1, SGY1	dickkopf like acrosomal protein 1	dickkopf-like protein 1|cancer/testis antigen 34|dickkopf-like 1|protein soggy-1|soggy|soggy-1|testicular secretory protein Li 15	19q13.33	19	NC_000019.10	49360515	49375116	plus	10	605418	
10116	Rattus norvegicus	25295	0	live	Bglap	Bglap2, Bgp, Bgpr, Bgpra	bone gamma-carboxyglutamate protein	osteocalcin|bone Gla-protein|bone gamma-carboxyglutamate (gla) protein (osteocalcin)|bone gamma-carboxyglutamate protein 2|bone gamma-carboxyglutamic acid (Gla) protein (osteocalcin)|gamma-carboxyglutamic acid-containing protein	2q34	2	NC_051337.1	173838518	173839495	minus	4		
10090	Mus musculus	16009	0	live	Igfbp3	IGFBP-3, IGgfbp3	insulin-like growth factor binding protein 3	insulin-like growth factor-binding protein 3|IBP-3|IGF-binding protein 3	11 4.75 cM	11	NC_000077.7	7156086	7165498	minus	6		
10116	Rattus norvegicus	29539	0	live	Aldh2		aldehyde dehydrogenase 2 family member	aldehyde dehydrogenase, mitochondrial|ALDH class 2|ALDH-E2|ALDH1|aldehyde dehydrogenase 2 family (mitochondrial)|aldehyde dehydrogenase 2, mitochondrial|mitochondrial aldehyde dehydrogenase	12q16	12	NC_051347.1	34949549	34982527	plus	13		
10090	Mus musculus	232286	0	live	Tmf1	7030402D04Rik, Gm153`, Tmf1	TATA element modulatory factor 1	TATA element modulatory factor|TMF|androgen receptor coactivator 160 kDa protein|androgen receptor-associated protein of 160 kDa	6 D3	6	NC_000072.7	97128911	97156107	minus	17		
9606	Homo sapiens	4507	0	live	MTAP	BDMF, DMSFH, DMSMFH, HEL-249, LGMBF, MSAP, c86fus	methylthioadenosine phosphorylase	S-methyl-5'-thioadenosine phosphorylase|5'-methylthioadenosine phosphorylase|MTA phosphorylase|MTAPase|MeSAdo phosphorylase|epididymis luminal protein 249|epididymis secretory sperm binding protein	9p21.3	9	NC_000009.12	21802636	21941115	plus	11	156540	
10116	Rattus norvegicus	298227	0	live	Mtap	Cc1-6	methylthioadenosine phosphorylase	S-methyl-5'-thioadenosine phosphorylase|5'-methylthioadenosine phosphorylase	5q32	5	NC_051340.1	103873020	103939406	plus	13		
10090	Mus musculus	12633	0	live	Cflar	2310024N18Rik, A430105C05Rik, CLARP, Cash, Casper, FLAME, FLAME-1, Flip, Gm9845, I-FLICE, MRIT, c-Flip	CASP8 and FADD-like apoptosis regulator	CASP8 and FADD-like apoptosis regulator|FADD-like antiapoptotic molecule 1|MACH-related inducer of toxicity|caspase homolog|caspase-eight-related protein|caspase-like apoptosis regulatory protein|cellular FLICE-like inhibitory protein|inhibitor of FLICE|usurpin	1 29.16 cM	1	NC_000067.7	58750353	58798043	plus	15		
10116	Rattus norvegicus	286954	0	live	Ugt2b1	2B1, Udpgtr27, Ugt2b1	UDP glucuronosyltransferase 2 family, polypeptide B1	UDP-glucuronosyltransferase 2B1|UDP glucuronosyltransferase 2 family, polypeptide B17|UDP glucuronosyltransferase family 2 member B17|UDP-glucuronosyltransferase 2B4|UDPGT 2B1|UDPGTr-2|liver UDP-glucuronosyltransferase, phenobarbital-inducible form	14p21	14	NC_051349.1	21024035	21035784	plus	6		
10116	Rattus norvegicus	25194	0	live	Gnrh1	Gnrh, Gnrha, Lhrh, Rgnrhg1, SH-4	gonadotropin releasing hormone 1	progonadoliberin-1|Putative protein SH|gonadotropin-releasing hormone 1 (luteinizing-releasing hormone)|luteinizing hormone-releasing hormone|progonadoliberin I	15p12	15	NC_051350.1	41972482	41976690	plus	4		
10116	Rattus norvegicus	25513	0	live	Pik3r1	PI3KA	phosphoinositide-3-kinase regulatory subunit 1	phosphatidylinositol 3-kinase regulatory subunit alpha|PI3-kinase p85 subunit alpha|PI3-kinase regulatory subunit alpha|PI3-kinase subunit p85-alpha|PI3K regulatory subunit alpha|Phosphoinositide 3-kinase p85 (other splicing variants: p55 and p50)|Phosphoinositide 3-kinase, regulatory subunit, polypeptide 1 (p85 alpha)|phosphatidylinositol 3-kinase 85 kDa regulatory subunit alpha|phosphatidylinositol 3-kinase p85 alpha|phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 1 (p85 alpha)|phosphoinositide-3-kinase, regulatory subunit 1 (alpha)|ptdIns-3-kinase p85-alpha|ptdIns-3-kinase regulatory subunit alpha|ptdIns-3-kinase regulatory subunit p85-alpha	2q12	2	NC_051337.1	32878942	32963611	minus	18		
10116	Rattus norvegicus	103692131	0	live	Hoxa11	Hoxa10, RGD1564605, RGD1566402	homeobox A11	homeobox protein Hox-A11|homeo box A10|homeobox protein A10|homeobox protein Hox-A11-like	4q24	4	NC_051339.1	81342527	81346189	minus	2		
10116	Rattus norvegicus	79245	0	live	Hsf1		heat shock transcription factor 1	heat shock factor protein 1	7q34	7	NC_051342.1	108196040	108223011	plus	14		
10116	Rattus norvegicus	304429	0	live	Psph		phosphoserine phosphatase	phosphoserine phosphatase|O-phosphoserine phosphohydrolase|PSP|PSPase	12q13	12	NC_051347.1	26882524	26905084	plus	9		
10116	Rattus norvegicus	266674	0	live	Cyp4a8	Cyp4a12	cytochrome P450, family 4, subfamily a, polypeptide 8	cytochrome P450 4A12|CYPIVA12|CYPIVA8|P450-KP1|P450-PP1|cytochrome P450, 4a12|cytochrome P450-KP1|cytochrome P450-PP1	5q35	5	NC_051340.1	128702130	128733476	minus	13		
10116	Rattus norvegicus	84350	0	live	Dnmt1		DNA methyltransferase 1	DNA (cytosine-5)-methyltransferase 1|DNA (cytosine-5-)-methyltransferase 1|DNA MTase RnoIP|DNA methyltransferase (cytosine-5) 1|DNA methyltransferase I|MCMT|m.RnoIP	8q13	8	NC_051343.1	19440611	19486659	minus	38		
10090	Mus musculus	12287	0	live	Cacna1b	BIII, Cav2.2, Cchn1a, alpha(1B)	calcium channel, voltage-dependent, N type, alpha 1B subunit	voltage-dependent N-type calcium channel subunit alpha-1B|brain calcium channel III|calcium channel, L type, alpha-1 polypeptide|calcium channel, voltage-dependent, L type, alpha 1B subunit|calcium channel, voltage-dependent, N type, alpha 1B subunit, BIII|voltage-gated calcium channel subunit alpha Cav2.2	2 16.58 cM	2	NC_000068.8	24493872	24653210	minus	51		
9606	Homo sapiens	3209	0	live	HOXA13	HOX1, HOX1J	homeobox A13	homeobox protein Hox-A13|homeo box 1J|homeo box A13|homeobox protein HOXA13|homeobox protein Hox-1J|transcription factor HOXA13	7p15.2	7	NC_000007.14	27194364	27200091	minus	2	142959	
7227	Drosophila melanogaster	31046	0	live	CG3699	Dmel_ CT12411, DECR2, Dmel\CG3699, EG:BACR7A4.14	uncharacterized protein	uncharacterized protein|CG3699-PA	1-0 cM	X	NC_004354.4	946662	947500	minus	1		
7955	Danio rerio	492344	0	live	cyp1d1	zgc:92205	cytochrome P450, family 1, subfamily D, polypeptide 1	cytochrome P450 1D1		5	NC_007116.7	25606658	25621320	minus	7		
9606	Homo sapiens	3239	0	live	HOXD13	BDE, BDSD, HOX4I, SPD, SPD1	homeobox D13	homeobox protein Hox-D13|homeo box 4I|homeo box D13|homeobox protein Hox-4I|synpolydactyly	2q31.1	2	NC_000002.12	176087487	176095944	plus	4	142989	
10116	Rattus norvegicus	24230	0	live	Tspo	Bzrp, MBR, PTBZR02, Ptbzr, RATPTBZR02	translocator protein	translocator protein|Benzodiazepin receptor (peripheral)|PBR|PKBS|benzodiazepine receptor, peripheral|mitochondrial benzodiazepine receptor|peripheral-type benzodiazepine receptor	7q34	7	NC_051342.1	114720188	114730450	plus	5		
9606	Homo sapiens	3207	0	live	HOXA11	HOX1, HOX1I, RUSAT1	homeobox A11	homeobox protein Hox-A11|homeo box 1I|homeobox protein HOXA11|homeobox protein Hox-1I	7p15.2	7	NC_000007.14	27181157	27185232	minus	2	142958	
10116	Rattus norvegicus	297099	0	live	Hoxa9	Hoxa9l, RGD1310001	homeobox A9	homeobox A9-like|homeobox protein Hox-A9|homeo box A9|homeobox protein Hox-A9-like	4q24	4	NC_051339.1	81323235	81329344	minus	3		
10116	Rattus norvegicus	298441	0	live	Nasp		nuclear autoantigenic sperm protein	nuclear autoantigenic sperm protein|nuclear autoantigenic sperm protein (histone-binding)	5q35	5	NC_051340.1	130057363	130083003	minus	18		
10116	Rattus norvegicus	54286	0	live	Prkg1	Pkgi, cGk1	protein kinase cGMP-dependent 1	cGMP-dependent protein kinase 1|cAMP-dependent protein kinase catalytic subunit PRKX-like|cGMP dependent protein kinase type 1|protein kinase, cGMP-dependent, type 1|protein kinase, cGMP-dependent, type I	1q52	1	NC_051336.1	228409883	229638794	minus	18		
10116	Rattus norvegicus	300944	0	live	Xrn1	RGD1309713	5'-3' exoribonuclease 1	5'-3' exoribonuclease 1	8q31	8	NC_051343.1	96527871	96637385	plus	44		
9606	Homo sapiens	10858	0	live	CYP46A1	CP46, CYP46	cytochrome P450 family 46 subfamily A member 1	cholesterol 24-hydroxylase|CH24H|cholesterol 24-monooxygenase|cholesterol 24S-hydroxylase|cytochrome P450 46A1|cytochrome P450, family 46, subfamily A, polypeptide 1|cytochrome P450, subfamily 46 (cholesterol 24-hydroxylase)	14q32.2	14	NC_000014.9	99684298	99727301	plus	18	604087	
10116	Rattus norvegicus	500129	0	live	Hoxa13	RGD1562483	homeo box A13	homeobox protein Hox-A13|homeobox A13|homeobox protein Hox-A13-like	4q24	4	NC_051339.1	81358956	81361091	minus	2		
6239	Caenorhabditis elegans	175895	0	live	let-767	CELE_C56G2.6	Very-long-chain 3-oxooacyl-coA reductase let-767	Very-long-chain 3-oxooacyl-coA reductase let-767		III	NC_003281.10	6338509	6339955	minus	5		
9606	Homo sapiens	8031	0	live	NCOA4	ARA70, ELE1, PTC3, RFG	nuclear receptor coactivator 4	nuclear receptor coactivator 4|70 kDa AR-activator|70 kDa androgen receptor coactivator|NCoA-4|RET-activating gene ELE1|androgen receptor-associated protein of 70 kDa|ret fused	10q11.22	10	NC_000010.11	46005088	46030623	minus	14	601984	
8049	Gadus morhua	115545963	0	live	hsd17b3		hydroxysteroid (17-beta) dehydrogenase 3	testosterone 17-beta-dehydrogenase 3		6	NC_044053.1	16478452	16489533	plus	12		
30331	Bufo gargarizans	122932050	0	live	HSD17B3		hydroxysteroid 17-beta dehydrogenase 3	testosterone 17-beta-dehydrogenase 3		3	NC_058082.1	300723605	300865655	plus	13		
95912	Hyaena hyaena	120240840	0	live	HSD17B3		hydroxysteroid 17-beta dehydrogenase 3	testosterone 17-beta-dehydrogenase 3		Un	NW_024080896.1	724076	763191	plus	14		
7936	Anguilla anguilla	118237349	0	live	hsd17b3		hydroxysteroid (17-beta) dehydrogenase 3	testosterone 17-beta-dehydrogenase 3		10	NC_049210.1	41547588	41556163	minus	11		
9704	Zalophus californianus	113934782	0	live	HSD17B3		hydroxysteroid 17-beta dehydrogenase 3	testosterone 17-beta-dehydrogenase 3		13	NC_045607.1	65394818	65441710	plus	13		
30464	Nothoprocta perdicaria	112959313	0	live	HSD17B3		hydroxysteroid 17-beta dehydrogenase 3	testosterone 17-beta-dehydrogenase 3		Un	NW_020454250.1	57981	80697	minus	12		
9407	Rousettus aegyptiacus	107500187	0	live	HSD17B3	HJG63_006453	hydroxysteroid 17-beta dehydrogenase 3	testosterone 17-beta-dehydrogenase 3		Un	NW_023416306.1	71009125	71049317	plus	14		
10141	Cavia porcellus	100728042	0	live	Hsd17b3		hydroxysteroid 17-beta dehydrogenase 3	testosterone 17-beta-dehydrogenase 3		Un	NT_176377.1	2938176	2996489	plus	13		
7227	Drosophila melanogaster	36293	0	live	CG8888	Dmel_ Dmel\CG8888	uncharacterized protein	uncharacterized protein|CG8888-PA	2-66 cM	2R	NT_033778.4	12064565	12079543	minus	7		
7955	Danio rerio	777792	0	live	sult2st3		sulfotransferase family 2, cytosolic sulfotransferase 3	sulfotransferase family 2, cytosolic sulfotransferase 3		16	NC_007127.7	44983611	45002043	minus	8		
10116	Rattus norvegicus	307759	0	live	Gpt2	ALT2, Cc2-5	glutamic--pyruvic transaminase 2	alanine aminotransferase 2|glutamic pyruvate transaminase (alanine aminotransferase) 2	19p11	19	NC_051354.1	21526800	21561314	minus	13		
10116	Rattus norvegicus	29180	0	live	Uts2	Ucn2	urotensin 2	urotensin-2|U-II|UII|urocortin 2|urotensin II	5q36	5	NC_051340.1	161450846	161456235	plus	4		
7955	Danio rerio	393204	0	live	cyp2k22	zgc:55856, zgc:77813	cytochrome P450, family 2, subfamily K, polypeptide 22	cytochrome P450 2K22		3	NC_007114.7	8229473	8246315	minus	9		
9606	Homo sapiens	4678	0	live	NASP	FLB7527, HMDRA1, PRO1999	nuclear autoantigenic sperm protein	nuclear autoantigenic sperm protein|NASP histone chaperone|histone H1-binding protein|nuclear autoantigenic sperm protein (histone-binding)	1p34.1	1	NC_000001.11	45584041	45618893	plus	16	603185	
10090	Mus musculus	53973	0	live	Cyp3a41a	Cyp3a41	cytochrome P450, family 3, subfamily a, polypeptide 41A	cytochrome P450 3A41|cytochrome P450, family 3, subfamily a, polypeptide 41|cytochrome P450, steroid inducible 3a41|steroid inducible	5 85.17 cM	5	NC_000071.7	145630859	145656946	minus	13		
10090	Mus musculus	17698	0	live	Msn		moesin	moesin|membrane-organizing extension spike protein	X C3	X	NC_000086.8	95139651	95212159	plus	13		
7227	Drosophila melanogaster	40690	0	live	CG12171	Dmel_ Dmel\CG12171, anon-WO0118547.83	uncharacterized protein	uncharacterized protein|CG12171-PA	3-47.5 cM	3R	NT_033777.3	5633627	5634640	plus	1		
10090	Mus musculus	13114	0	live	Cyp3a16		cytochrome P450, family 3, subfamily a, polypeptide 16	cytochrome P450 3A16|CYPIIIA16|cytochrome P450, 3a16	5 85.17 cM	5	NC_000071.7	145373119	145406550	minus	14		
10090	Mus musculus	11522	0	live	Adh1	ADH-A2, ADH-AA, Adh-1, Adh-1-t, Adh-1e, Adh-1t, Adh-3e-e, Adh1-t, Adh1tl, Adh3-e, Adh1	alcohol dehydrogenase 1 (class I)	alcohol dehydrogenase 1|alcohol dehydrogenase 1 temporal, liver|alcohol dehydrogenase 1, complex|alcohol dehydrogenase 1, electrophoretic|alcohol dehydrogenase 3, electrophoretic|alcohol dehydrogenase A subunit|class I alcohol dehydrogenase	3 64.16 cM	3	NC_000069.7	137983346	137996459	plus	9		
10116	Rattus norvegicus	307092	0	live	Akr1c1	Akr1c6, Hsd17b5	aldo-keto reductase family 1, member C1	aldo-keto reductase family 1, member C1|20-alpha (3-alpha)-hydroxysteroid dehydrogenase)|aldo-keto reductase family 1, member C1 (dihydrodiol dehydrogenase 1|aldo-keto reductase family 1, member C1 (dihydrodiol dehydrogenase 1; 20-alpha (3-alpha)-hydroxysteroid dehydrogenase)|aldo-keto reductase family 1, member C6|type 5 17beta-hydroxysteroid dehydrogenase	17q12.2	17	NC_051352.1	65810474	65837385	minus	9		
9913	Bos taurus	280804	0	live	GH1	GH	growth hormone 1	somatotropin		19	NC_037346.1	48117957	48119825	minus	5		
9606	Homo sapiens	54464	0	live	XRN1	SEP1	5'-3' exoribonuclease 1	5'-3' exoribonuclease 1|strand-exchange protein 1 homolog	3q23	3	NC_000003.12	142306610	142448037	minus	43	607994	
10116	Rattus norvegicus	25498	0	live	Npm1	B23NP	nucleophosmin 1	nucleophosmin|NPM|nucleolar phosphoprotein B23|nucleolar protein B23.1|nucleolar protein NO38|nucleophosmin (nucleolar phosphoprotein B23, numatrin)|numatrin	10q12	10	NC_051345.1	17741512	17751626	minus	11		
10116	Rattus norvegicus	24450	0	live	Hmgcs2	Hmgcs1, Mt3h3mg	3-hydroxy-3-methylglutaryl-CoA synthase 2	hydroxymethylglutaryl-CoA synthase, mitochondrial|3-hydroxy-3-methylglutary-Coenzyme A synthase 2|3-hydroxy-3-methylglutaryl coenzyme A synthase|3-hydroxy-3-methylglutaryl-CoA synthase 2 (mitochondrial)|3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2 (mitochondrial)|HMG-CoA synthase|hydroxymethylglutaryl-CoA synthase 2	2q34	2	NC_051337.1	185875609	185903505	plus	10		
9606	Homo sapiens	3158	0	live	HMGCS2		3-hydroxy-3-methylglutaryl-CoA synthase 2	hydroxymethylglutaryl-CoA synthase, mitochondrial|3-hydroxy-3-methylglutaryl-CoA synthase 2 (mitochondrial)|3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2 (mitochondrial)|HMG-CoA synthase|testicular tissue protein Li 88	1p12	1	NC_000001.11	119747996	119768932	minus	10	600234	
10116	Rattus norvegicus	170635	0	live	Dhrs9	Rdhl	dehydrogenase/reductase 9	dehydrogenase/reductase SDR family member 9|3-alpha hydroxysteroid dehydrogenase|3-alpha-HSD|3alpha-HSD|dehydrogenase/reductase (SDR family) member 9|retinol dehydrogenase homolog|short-chain dehydrogenase/reductase retSDR8	3q21	3	NC_051338.1	54147834	54170052	plus	5		
7227	Drosophila melanogaster	40689	0	live	CG31549	Dmel_ CG11005, Dmel\CG31549	uncharacterized protein	uncharacterized protein|CG31549-PA|CG31549-PB	3-47.5 cM	3R	NT_033777.3	5632192	5633321	plus	1		
7227	Drosophila melanogaster	318794	0	live	CG31548	Dmel_ BcDNA:RH24570, CG2907, DHRS4, DRS7B, Dmel\CG31548	uncharacterized protein	uncharacterized protein|CG31548-PA	3-47.5 cM	3R	NT_033777.3	5635901	5636852	minus	1		
10090	Mus musculus	337924	0	live	Cyp3a44		cytochrome P450, family 3, subfamily a, polypeptide 44	cytochrome P450, family 3, subfamily a, polypeptide 44|cytochrome P450, 3a44	5 85.17 cM	5	NC_000071.7	145710793	145742701	minus	14		
10090	Mus musculus	328133	0	live	Slc39a9	2010002A02Rik, 2610511I23Rik, 4833420E20Rik	solute carrier family 39 (zinc transporter), member 9	zinc transporter ZIP9|ZIP-9|solute carrier family 39 member 9|zrt- and Irt-like protein 9	12 C3	12	NC_000078.7	80690657	80730116	plus	7		
10116	Rattus norvegicus	500985	0	live	Cbl	RGD1561386, c-Cbl	Cbl proto-oncogene	E3 ubiquitin-protein ligase CBL|Cas-Br-M (murine) ecotropic retroviral transforming sequence|Casitas B-lineage lymphoma|Cbl proto-oncogene, E3 ubiquitin protein ligase	8q22	8	NC_051343.1	44487824	44571620	minus	17		
10116	Rattus norvegicus	100314059	0	live	Mir222	rno-mir-222	microRNA 222	microRNA mir-222	Xq11	X	NC_051356.1	3428904	3429006	plus	1		
10090	Mus musculus	100039028	0	live	Mup11	Gm12549, Mup16, Mup18	major urinary protein 11	major urinary protein 11|Major urinary protein 18	4 B3	4	NC_000070.7	60614465	60618438	minus	7		
9606	Homo sapiens	5723	0	live	PSPH	PSPD, PSPH	phosphoserine phosphatase	phosphoserine phosphatase|L-3-phosphoserine phosphatase|O-phosphoserine phosphohydrolase|PSPase	7p11.2	7	NC_000007.14	56011064	56051444	minus	13	172480	
10116	Rattus norvegicus	499150	0	live	Dkkl1	RGD1563523	dickkopf like acrosomal protein 1	dickkopf-like protein 1|dickkopf-like 1	1q22	1	NC_051336.1	95694010	95699259	minus	5		
10116	Rattus norvegicus	684536	0	live	Gba		glucosylceramidase beta	lysosomal acid glucosylceramidase|glucocerebrosidase|glucosidase, beta, acid	2q34	2	NC_051337.1	174609437	174615457	plus	11		
10116	Rattus norvegicus	24240	0	live	Cad		carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	CAD protein|carbamyl phosphatate synthetase 2	6q14	6	NC_051341.1	25292133	25315176	minus	45		
9606	Homo sapiens	4828	0	live	NMB		neuromedin B	neuromedin-B|Neuromedin-B-32|neuromedin-beta	15q25.2	15	NC_000015.10	84655132	84658199	minus	4	162340	
10116	Rattus norvegicus	292804	0	live	Gpi	Amf1, Nlk, Pgi, Phi, Gpi	glucose-6-phosphate isomerase	glucose-6-phosphate isomerase|autocrine motility factor	1q21	1	NC_051336.1	86828211	86856077	minus	18		
10116	Rattus norvegicus	117279	0	live	Cflar	Flip	CASP8 and FADD-like apoptosis regulator	CASP8 and FADD-like apoptosis regulator	9q31	9	NC_051344.1	60185338	60236173	plus	15		
9606	Homo sapiens	7421	0	live	VDR	NR1I1, PPP1R163	vitamin D receptor	vitamin D3 receptor|1,25-dihydroxyvitamin D3 receptor|nuclear receptor subfamily 1 group I member 1|protein phosphatase 1, regulatory subunit 163|vitamin D (1,25- dihydroxyvitamin D3) receptor	12q13.11	12	NC_000012.12	47841537	47904994	minus	12	601769	
