tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	920	0	live	CD4	CD4mut, IMD79, Leu-3, OKT4D, T4	CD4 molecule	T-cell surface glycoprotein CD4|CD4 antigen (p55)|CD4 receptor|T-cell surface antigen T4/Leu-3	12p13.31	12	NC_000012.12	6789528	6820799	plus	11	186940	
9606	Homo sapiens	5444	0	live	PON1	ESA, MVCD5, PON	paraoxonase 1	serum paraoxonase/arylesterase 1|A-esterase 1|K-45|PON 1|aromatic esterase 1|arylesterase 1|arylesterase B-type|esterase A|paraoxonase B-type|serum aryldiakylphosphatase|serum aryldialkylphosphatase 1	7q21.3	7	NC_000007.14	95297676	95324532	minus	9	168820	
9606	Homo sapiens	192343	0	live	NEWENTRY		Record to support submission of GeneRIFs for a gene not in Gene (human).										
9606	Homo sapiens	3077	0	live	HFE	HFE1, HH, HLA-H, MVCD7, TFQTL2	homeostatic iron regulator	hereditary hemochromatosis protein|MHC class I-like protein HFE|hereditary hemochromatosis protein HLA-H|high Fe	6p22.2	6	NC_000006.12	26087429	26098343	plus	7	613609	
9606	Homo sapiens	3606	0	live	IL18	IGIF, IL-18, IL-1g, IL1F4	interleukin 18	interleukin-18|IFN-gamma-inducing factor|IL-1 gamma|iboctadekin|interleukin 18 (interferon-gamma-inducing factor)|interleukin-1 gamma	11q23.1	11	NC_000011.10	112143260	112164094	minus	6	600953	
9606	Homo sapiens	54106	0	live	TLR9	CD289	toll like receptor 9	toll-like receptor 9	3p21.2	3	NC_000003.12	52221080	52225645	minus	2	605474	
9606	Homo sapiens	1269	0	live	CNR2	CB-2, CB2, CX5	cannabinoid receptor 2	cannabinoid receptor 2|cannabinoid receptor 2 (macrophage)	1p36.11	1	NC_000001.11	23870515	23913362	minus	5	605051	
9606	Homo sapiens	9370	0	live	ADIPOQ	ACDC, ACRP30, ADIPQTL1, ADPN, APM-1, APM1, GBP28	adiponectin, C1Q and collagen domain containing	adiponectin|30 kDa adipocyte complement-related protein|adipocyte complement-related 30 kDa protein|adipose most abundant gene transcript 1 protein|adipose specific collagen-like factor|gelatin-binding protein 28	3q27.3	3	NC_000003.12	186842710	186858463	plus	4	605441	
9606	Homo sapiens	5468	0	live	PPARG	CIMT1, GLM1, NR1C31, PPARG2, PPARG5, PPARgamma, PPARG	peroxisome proliferator activated receptor gamma	peroxisome proliferator-activated receptor gamma|PPAR-gamma|nuclear receptor subfamily 1 group C member 3|peroxisome proliferator-activated receptor-gamma 5|peroxisome proliferator-activated receptor-gamma splicing	3p25.2	3	NC_000003.12	12287368	12434344	plus	14	601487	
9606	Homo sapiens	6647	0	live	SOD1	ALS, ALS1, HEL-S-44, IPOA, SOD, STAHP, hSod1, homodimer	superoxide dismutase 1	superoxide dismutase [Cu-Zn]|Cu/Zn superoxide dismutase|SOD, soluble|epididymis secretory protein Li 44|indophenoloxidase A|superoxide dismutase 1, soluble|superoxide dismutase, cystolic	21q22.11	21	NC_000021.9	31659693	31668931	plus	5	147450	
9606	Homo sapiens	442900	0	live	MIR326	MIRN326, hsa-mir-326, mir-326	microRNA 326		11q13.4	11	NC_000011.10	75335092	75335186	minus	1	613755	
9606	Homo sapiens	4153	0	live	MBL2	COLEC1, HSMBPC, MBLD, MBP, MBP-C, MBP1, MBPD, MBL2	mannose binding lectin 2	mannose-binding protein C|collectin-1|mannan-binding lectin|mannose-binding lectin (protein C) 2, soluble (opsonic defect)|mannose-binding lectin 2, soluble (opsonic defect)	10q21.1	10	NC_000010.11	52765380	52772784	minus	5	154545	
9606	Homo sapiens	1268	0	live	CNR1	CANN6, CB-R, CB1, CB1A, CB1K5, CB1R, CNR	cannabinoid receptor 1	cannabinoid receptor 1|cannabinoid receptor 1 (brain)|central cannabinoid receptor	6q15	6	NC_000006.12	88139864	88167349	minus	7	114610	
9606	Homo sapiens	3659	0	live	IRF1	IRF-1, MAR	interferon regulatory factor 1	interferon regulatory factor 1	5q31.1	5	NC_000005.10	132481609	132490773	minus	10	147575	
9606	Homo sapiens	2833	0	live	CXCR3	CD182, CD183, CKR-L2, CMKAR3, GPR9, IP10-R, Mig-R, MigR	C-X-C motif chemokine receptor 3	C-X-C chemokine receptor type 3|G protein-coupled receptor 9|IP-10 receptor|Mig receptor|chemokine (C-X-C motif) receptor 3|chemokine receptor 3|interferon-inducible protein 10 receptor	Xq13.1	X	NC_000023.11	71615919	71618511	minus	4	300574	
9606	Homo sapiens	51738	0	live	GHRL	MTLRP	ghrelin and obestatin prepropeptide	appetite-regulating hormone|In2c-preproghrelin|ghrelin, growth hormone secretagogue receptor ligand|ghrelin/obestatin preprohormone|ghrelin/obestatin prepropeptide|growth hormone-releasing peptide|motilin-related peptide|prepro-appetite regulatory hormone|preproghrelin	3p25.3	3	NC_000003.12	10285666	10292947	minus	6	605353	
9606	Homo sapiens	196	0	live	AHR	RP85, bHLHe76	aryl hydrocarbon receptor	aryl hydrocarbon receptor|AH-receptor|ah receptor|aromatic hydrocarbon receptor|class E basic helix-loop-helix protein 76	7p21.1	7	NC_000007.14	17298652	17346147	plus	11	600253	
9606	Homo sapiens	3627	0	live	CXCL10	C7, IFI10, INP10, IP-10, SCYB10, crg-2, gIP-10, mob-1	C-X-C motif chemokine ligand 10	C-X-C motif chemokine 10|10 kDa interferon gamma-induced protein|gamma IP10|interferon-inducible cytokine IP-10|protein 10 from interferon (gamma)-induced cell line|small inducible cytokine subfamily B (Cys-X-Cys), member 10|small-inducible cytokine B10	4q21.1	4	NC_000004.12	76021118	76023497	minus	4	147310	
9606	Homo sapiens	26191	0	live	PTPN22	LYP, LYP1, LYP2, PEP.5, PTPN22.6, PTPN8, PTPN22	protein tyrosine phosphatase non-receptor type 22	tyrosine-protein phosphatase non-receptor type 22|PEST-domain phosphatase|hematopoietic cell protein-tyrosine phosphatase 70Z-PEP|lymphoid-specific protein tyrosine phosphatase|protein tyrosine phosphatase, non-receptor type 22 (lymphoid)|protein tyrosine phosphatase, non-receptor type 8	1p13.2	1	NC_000001.11	113813811	113871759	minus	23	600716	
9606	Homo sapiens	1524	0	live	CX3CR1	CCRL1, CMKBRL1, CMKDR1, GPR13, GPRV28, V28	C-X3-C motif chemokine receptor 1	CX3C chemokine receptor 1|C-X3-C CKR-1|CMK-BRL-1|CMK-BRL1|G-protein coupled receptor 13|beta chemokine receptor-like 1|chemokine (C-C) receptor-like 1|chemokine (C-X3-C motif) receptor 1|chemokine (C-X3-C) receptor 1|fractalkine receptor	3p22.2	3	NC_000003.12	39263494	39292966	minus	6	601470	
9606	Homo sapiens	4277	0	live	MICB	PERB11.2	MHC class I polypeptide-related sequence B	MHC class I polypeptide-related sequence B|MHC class I antigen-related protein B|MHC class I chain-related protein B|MHC class I mic-B antigen|MHC class I-like molecule PERB11.2-IMX|stress inducible class I homolog	6p21.33	6	NC_000006.12	31494918	31511124	plus	7	602436	
9606	Homo sapiens	3803	0	live	KIR2DL2	CD158B1, CD158b, NKAT-6, NKAT6, p58.2	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2	killer cell immunoglobulin-like receptor 2DL2|CD158 antigen-like family member B1|MHC class I NK cell receptor|killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 2|natural killer-associated transcript 6|p58 NK receptor CL-43|p58 natural killer cell receptor clone CL-43	19q13.4	19						604937	
9606	Homo sapiens	2475	0	live	MTOR	FRAP, FRAP1, FRAP2, RAFT1, RAPT1, SKS	mechanistic target of rapamycin kinase	serine/threonine-protein kinase mTOR|FK506 binding protein 12-rapamycin associated protein 2|FK506-binding protein 12-rapamycin complex-associated protein 1|FKBP-rapamycin associated protein|FKBP12-rapamycin complex-associated protein 1|mammalian target of rapamycin|mechanistic target of rapamycin (serine/threonine kinase)|rapamycin and FKBP12 target 1|rapamycin associated protein FRAP2|rapamycin target protein 1	1p36.22	1	NC_000001.11	11106535	11262551	minus	60	601231	
9606	Homo sapiens	79068	0	live	FTO	ALKBH9, BMIQ14, GDFD	FTO alpha-ketoglutarate dependent dioxygenase	alpha-ketoglutarate-dependent dioxygenase FTO|AlkB homolog 9|U6 small nuclear RNA (2'-O-methyladenosine-N(6)-)-demethylase FTO|U6 small nuclear RNA N(6)-methyladenosine-demethylase FTO|fat mass and obesity associated|fat mass and obesity-associated protein|m6A(m)-demethylase FTO|mRNA (2'-O-methyladenosine-N(6)-)-demethylase FTO|mRNA N(6)-methyladenosine demethylase FTO|tRNA N1-methyl adenine demethylase FTO	16q12.2	16	NC_000016.10	53703963	54121941	plus	17	610966	
9606	Homo sapiens	6772	0	live	STAT1	CANDF7, IMD31A, IMD31B, IMD31C, ISGF-3, STAT91	signal transducer and activator of transcription 1	signal transducer and activator of transcription 1-alpha/beta|signal transducer and activator of transcription 1, 91kD|signal transducer and activator of transcription 1, 91kDa|transcription factor ISGF-3 components p91/p84	2q32.2	2	NC_000002.12	190969149	191014171	minus	26	600555	
9606	Homo sapiens	3107	0	live	HLA-C	D6S204, HLA-JY3, HLAC, HLC-C, MHC, PSORS1	major histocompatibility complex, class I, C	HLA class I histocompatibility antigen, C alpha chain|HLA-C antigen|MHC class I antigen heavy chain HLA-C|human leukocyte antigen-C alpha chain|major histocompatibility antigen HLA-C	6p21.33	6	NC_000006.12	31268749	31272092	minus	8	142840	
9606	Homo sapiens	90865	0	live	IL33	C9orf26, DVS27, IL1F11, NF-HEV, NFEHEV	interleukin 33	interleukin-33|DVS27-related protein|interleukin-1 family member 11|nuclear factor for high endothelial venules|nuclear factor from high endothelial venules	9p24.1	9	NC_000009.12	6215149	6257983	plus	11	608678	
9606	Homo sapiens	5806	0	live	PTX3	TNFAIP5, TSG-14	pentraxin 3	pentraxin-related protein PTX3|TNF alpha-induced protein 5|long pentraxin 3|tumor necrosis factor alpha-induced protein 5|tumor necrosis factor-inducible gene 14 protein|tumor necrosis factor-inducible protein TSG-14	3q25.32	3	NC_000003.12	157436850	157443633	plus	3	602492	
9606	Homo sapiens	2212	0	live	FCGR2A	CD32, CD32A, CDw32, FCG2, FCGR21, FcGR, FcgammaRIIa, IGFR2, FCGR2A	Fc gamma receptor IIa	low affinity immunoglobulin gamma Fc region receptor II-a|Fc fragment of IgG receptor IIa|Fc fragment of IgG, low affinity IIa, receptor (CD32)|Fc gamma receptor RIIa3|Immunoglobulin G Fc receptor II|fc-gamma-RIIa|fcRII-a|igG Fc receptor II-a	1q23.3	1	NC_000001.11	161505457	161524048	plus	10	146790	
9606	Homo sapiens	2214	0	live	FCGR3A	CD16, CD16-II, CD16A, FCG3, FCGR3, FCGRIII, FCR-10, FCRIII, FCRIIIA, FcGRIIIA, IGFR3, IMD20	Fc gamma receptor IIIa	low affinity immunoglobulin gamma Fc region receptor III-A|CD16a antigen|Fc fragment of IgG receptor IIIa|Fc fragment of IgG, low affinity III, receptor for (CD16)|Fc fragment of IgG, low affinity IIIa, receptor (CD16a)|Fc gamma receptor III-A|Fc-gamma RIII-alpha|Fc-gamma receptor III-2 (CD 16)|Fc-gamma receptor IIIb (CD16)|FcgammaRIIIA|IgG Fc receptor III-A|igG Fc receptor III-2|immunoglobulin G Fc receptor III|low affinity immunoglobulin gamma Fc region receptor III-A/III-B recombinant|low affinity immunoglobulin gamma Fc region receptor III-B|low affinity immunoglobulin gamma receptor III-a Fc fragment|neutrophil-specific antigen NA	1q23.3	1	NC_000001.11	161541759	161550737	minus	7	146740	
9606	Homo sapiens	3115	0	live	HLA-DPB1	DPB1, HLA-DP, HLA-DP1B, HLA-DPB	major histocompatibility complex, class II, DP beta 1	HLA class II histocompatibility antigen, DP beta 1 chain|HLA class II histocompatibility antigen, DP(W4) beta chain|HLA-DP histocompatibility type, beta-1 subunit|MHC HLA DPB1|MHC class II HLA-DP-beta-1|MHC class II antigen DPB1	6p21.32	6	NC_000006.12	33075990	33089696	plus	6	142858	
9606	Homo sapiens	5617	0	live	PRL	GHA1	prolactin	prolactin|decidual prolactin|growth hormone A1	6p22.3	6	NC_000006.12	22287246	22302835	minus	7	176760	
9606	Homo sapiens	6376	0	live	CX3CL1	ABCD-3, C3Xkine, CXC3, CXC3C, NTN, NTT, SCYD1, fractalkine, neurotactin	C-X3-C motif chemokine ligand 1	fractalkine|C-X3-C motif chemokine 1|CX3C membrane-anchored chemokine|chemokine (C-X3-C motif) ligand 1|small inducible cytokine subfamily D (Cys-X3-Cys), member 1 (fractalkine, neurotactin)|small inducible cytokine subfamily D (Cys-X3-Cys), member-1|small-inducible cytokine D1	16q21	16	NC_000016.10	57372490	57385044	plus	3	601880	
9606	Homo sapiens	3804	0	live	KIR2DL3	CD158B2, CD158b, GL183, KIR-023GB, KIR-K7b, KIR-K7c, KIR2DL, KIR2DS5, KIRCL23, NKAT, NKAT2, NKAT2A, NKAT2B, p58	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3	killer cell immunoglobulin-like receptor 2DL3|CD158 antigen-like family member B2|NKAT-2|killer cell immunoglobulin-like receptor two domains long cytoplasmic tail 3|killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 5|killer inhibitory receptor cl 2-3|natural killer associated transcript 2|natural killer cell inhibitory receptor KIR2DL3|p58 NK receptor CL-6|p58 natural killer cell receptor clone CL-6|p58.2 MHC class-I specific NK receptor	19q13.42	19	NC_000019.10	54738513	54753052	plus	8	604938	
9606	Homo sapiens	913	0	live	CD1E	CD1A, R2	CD1e molecule	T-cell surface glycoprotein CD1e, membrane-associated|CD1E antigen, e polypeptide|R2G1|differentiation antigen CD1-alpha-3|hCD1e|leukocyte differentiation antigen|thymocyte antigen CD1E	1q23.1	1	NC_000001.11	158353894	158357553	plus	6	188411	
9606	Homo sapiens	387	0	live	RHOA	ARH12, ARHA, EDFAOB, RHO12, RHOH12	ras homolog family member A	transforming protein RhoA|Aplysia ras-related homolog 12|epididymis secretory sperm binding protein|oncogene RHO H12|small GTP binding protein RhoA	3p21.31	3	NC_000003.12	49359145	49411976	minus	7	165390	
9606	Homo sapiens	56729	0	live	RETN	ADSF, FIZZ3, RENT1, RSTN, XCP1, RETN	resistin	resistin|C/EBP-epsilon regulated myeloid-specific secreted cysteine-rich protein precursor 1|adipose tissue-specific secretory factor|c/EBP-epsilon-regulated myeloid-specific secreted cysteine-rich protein|cysteine-rich secreted protein A12-alpha-like 2|cysteine-rich secreted protein FIZZ3|found in inflammatory zone 3|resistin delta2	19p13.2	19	NC_000019.10	7669049	7670455	plus	4	605565	
9606	Homo sapiens	6285	0	live	S100B	NEF, S100, S100-B, S100beta	S100 calcium binding protein B	protein S100-B|S-100 calcium-binding protein, beta chain|S-100 protein subunit beta|S100 calcium-binding protein, beta (neural)	21q22.3	21	NC_000021.9	46598604	46605082	minus	3	176990	
9606	Homo sapiens	3570	0	live	IL6R	CD126, HIES5, IL-1Ra, IL-6R, IL-6R-1, IL-6RA, IL6Q, IL6QTLA, IL6RQ, gp80, IL6R	interleukin 6 receptor	interleukin-6 receptor subunit alpha|CD126 antigen|IL-6 receptor subunit alpha|membrane glycoprotein 80	1q21.3	1	NC_000001.11	154405343	154469450	plus	15	147880	
9606	Homo sapiens	283131	0	live	NEAT1	LINC00084, NCRNA00084, TP53LC15, TncRNA, VINC	nuclear paraspeckle assembly transcript 1	MENepsilon/beta|long intergenic non-protein coding RNA 84|nuclear enriched abundant transcript 1|nuclear paraspeckle assembly transcript 1 (non-protein coding)|trophoblast MHC class II suppressor|trophoblast-derived noncoding RNA|virus inducible non-coding RNA	11q13.1	11	NC_000011.10	65422798	65445540	plus	1	612769	
9606	Homo sapiens	4035	0	live	LRP1	A2MR, APOER, APR, CD91, IGFBP-3R, IGFBP3R, IGFBP3R1, KPA, LRPA, TGFBR5, LRP1	LDL receptor related protein 1	prolow-density lipoprotein receptor-related protein 1|TbetaR-V/LRP-1/IGFBP-3 receptor|alpha-2-macroglobulin receptor|apolipoprotein E receptor|low density lipoprotein receptor-related protein 1|type V tgf-beta receptor	12q13.3	12	NC_000012.12	57128483	57213361	plus	89	107770	
9606	Homo sapiens	30835	0	live	CD209	CDSIGN, CLEC4L, DC-SIGN, DC-SIGN1, hDC-SIGN	CD209 molecule	CD209 antigen|C-type lectin domain family 4 member L|HIV gpl20-binding protein|dendritic cell-specific ICAM-3-grabbing non-integrin 1|dendritic cell-specific intercellular adhesion molecule-3-grabbing non-integrin|dendritic cell-specific intracellular adhesion molecules (ICAM)-3 grabbing non-integrin	19p13.2	19	NC_000019.10	7739993	7747534	minus	6	604672	
9606	Homo sapiens	7295	0	live	TXN	TRDX, TRX, TRX1, Trx80	thioredoxin	thioredoxin|ADF|ATL-derived factor|SASP|TXN delta 3|surface-associated sulphydryl protein|testicular tissue protein Li 199|thioredoxin delta 3	9q31.3	9	NC_000009.12	110243810	110256507	minus	5	187700	
9606	Homo sapiens	9332	0	live	CD163	M130, MM130, SCARI1	CD163 molecule	scavenger receptor cysteine-rich type 1 protein M130|hemoglobin scavenger receptor|macrophage-associated antigen	12p13.31	12	NC_000012.12	7470811	7503777	minus	17	605545	
9606	Homo sapiens	3002	0	live	GZMB	C11, CCPI, CGL-1, CGL1, CSP-B, CSPB, CTLA1, CTSGL1, HLP, SECT	granzyme B	granzyme B|T-cell serine protease 1-3E|cathepsin G-like 1|cytotoxic T-lymphocyte proteinase 2|cytotoxic serine protease B|fragmentin 2|granzyme B (granzyme 2, cytotoxic T-lymphocyte-associated serine esterase 1)|human lymphocyte protein	14q12	14	NC_000014.9	24630954	24634190	minus	5	123910	
9606	Homo sapiens	4092	0	live	SMAD7	CRCS3, MADH7, MADH8	SMAD family member 7	mothers against decapentaplegic homolog 7|MAD (mothers against decapentaplegic, Drosophila) homolog 7|MAD homolog 8|Mothers against decapentaplegic, drosophila, homolog of, 7|SMAD, mothers against DPP homolog 7|hSMAD7|mothers against DPP homolog 8	18q21.1	18	NC_000018.10	48919853	48950965	minus	5	602932	
9606	Homo sapiens	3811	0	live	KIR3DL1	CD158E1, KIR, KIR2DL5B/S1, NKAT-3, NKAT3, NKB1, NKB1B, KIR3DL1	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	killer cell immunoglobulin-like receptor 3DL1|CD158 antigen-like family member E|HLA-BW4-specific inhibitory NK cell receptor|KIR antigen 3DL1|killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1|natural killer-associated transcript 3|p70 NK receptor CL-2/CL-11|p70 killer cell inhibitory receptor|p70 natural killer cell receptor clones CL-2/CL-11	19q13.42	19	NC_000019.10	54816468	54830778	plus	9	604946	
9606	Homo sapiens	4925	0	live	NUCB2	HEL-S-109, NEFA	nucleobindin 2	nucleobindin-2|DNA-binding protein NEFA|epididymis secretory protein Li 109|gastric cancer antigen Zg4|nesfatin 1|novel DNA binding/EF-hand/leucine zipper protein|nucleobinding 2|prepronesfatin	11p15.1	11	NC_000011.10	17276739	17349980	plus	18	608020	
